id,domain,subset,human_label,RAGAS_faithfulness,RAGAS_answer_relevancy,RAGAS_context_precision,RAGAS_context_recall,DeepEval_faithfulness,DeepEval_answer_relevancy,DeepEval_contextual_precision,DeepEval_contextual_recall,DeepEval_hallucination,G-Eval_coherence,G-Eval_consistency,G-Eval_fluency,G-Eval_relevance,RAGChecker_claim_recall,RAGChecker_context_utilization,RAGChecker_faithfulness,RAGChecker_noise_sensitivity,RAGChecker_hallucination,TRACe_utilization,TRACe_relevance,TRACe_adherence,TRACe_completeness,ARES_context_relevance,ARES_answer_faithfulness,ARES_answer_relevance,BERTScore_precision,BERTScore_recall,BERTScore_f1,UniEval_coherence,UniEval_consistency,UniEval_fluency,UniEval_relevance,UniEval_overall,QAFactEval_factual_consistency,FaithJudge_faithfulness,FaithJudge_hallucination_rate,FaithJudge_grounding_score,FaithJudge_subtle_error_detection,ReDeEP_external_context_score,ReDeEP_parametric_knowledge_score,ReDeEP_redeep_score,ReDeEP_copying_head_signal,LettuceDetect_token_hallucination,LettuceDetect_span_precision,LettuceDetect_example_f1,LettuceDetect_confidence,LRP4RAG_context_relevance,LRP4RAG_response_relevance,LRP4RAG_relevance_consistency,LRP4RAG_lrp_classifier_score,LUMINA_context_utilization,LUMINA_knowledge_utilization,LUMINA_lumina_score,LUMINA_signal_confidence,HALT-RAG_nli_ensemble_score,HALT-RAG_lexical_overlap,HALT-RAG_calibrated_confidence,HALT-RAG_abstention_score,MetaRAG_factoid_consistency,MetaRAG_synonym_stability,MetaRAG_antonym_detection,MetaRAG_metarag_score,KG-RAG_kg_faithfulness,KG-RAG_kg_relevancy,KG-RAG_community_overlap,KG-RAG_multi_hop_score,GaRAGe_relevance_aware_factuality,GaRAGe_grounding_precision,GaRAGe_deflection_score,GaRAGe_over_summarization,HSAD_spectral_consistency,HSAD_temporal_stability,HSAD_confidence_score,HSAD_hallucination_probability,SIRG_semantic_grounding,SIRG_linking_ratio,SIRG_attribution_consistency,SIRG_sirg_score
hotpotqa_327,General Knowledge,hotpotqa,,1.0,1.0,0.5,0.6666666666666666,0.5,1.0,0.5,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.5838822194760753,0.9811605867654308,0.05456641115999567,1.0,0.9177647391395449,0.6052996721657993,0.25337102231536324,0.5955709301893388,0.5817111559126887,0.6927871558039256,0.5259150650930383,0.7459378598791666,0.02698008780707202,0.067323393287814,0.09857402219753936,0.17441669569755522,0.49903979241171725,0.8609975087381081,0.6841888389536931,0.40801043554700944,0.18077365102226786,1.0,0.0,1.0,0.0,0.1639044528815235,0.4878228264101259,0.36589126202996924,0.01272043978637246,0.32489331517548536,0.26018295717278456,0.4753738470444661,0.21346082598367114,0.4718210329418129,0.5047227888133744,0.6621606135501305,0.4863458471486548,0.4742655278154621,0.3423679230217344,0.5368982384232678,0.28348209903483473,0.0027756191741510105,0.5871256645139118,0.457252989480967,0.32500833476284474,0.339421338472452,1.0,0.3174193572256611,0.19301538226238332,0.6682581692993618,0.9822744009430042,0.6665086155943063,0.6972652007573831,1.0,0.8791323923144372,0.8268780075628316,0.878242294157999,0.40567280982002113,0.5605408925089329,0.5908726069668512,0.5558593067353536,0.6240789178335573,0.17341392323314578,0.19751377074150628,0.4777682253831741
hotpotqa_57,General Knowledge,hotpotqa,,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.7574472721874637,1.0,0.0,0.8942357471714171,0.9104862327608539,0.9276415484231861,1.0,0.8686528692151156,0.07542322807401967,0.8706577603348431,0.8225076866268396,0.6812522269227703,0.08805611767535072,0.10381741771995244,0.15040694925915332,0.8825407757928116,0.7109391275591613,0.8820087576357657,0.9351303367448557,1.0,0.08091122615185257,1.0,0.0,1.0,0.0,0.4397004387560001,0.024847078814542494,0.6276928020547166,0.4949481649100451,0.011288478199704046,0.817252525018788,0.7938973974940559,0.8045397330141827,0.6945683229303947,0.3633611908534997,1.0,0.6146920950585963,0.8049578147975566,0.09706730464442122,0.8031070803262252,0.5948943470596799,0.07862579038210159,0.8851978993626543,0.5316770826585372,0.27518247483742303,0.6907662411187436,1.0,0.19292109738145632,0.7490368414173504,0.9063014876197161,1.0,0.9486411113631579,0.7591060430961075,0.9738907069088357,0.9051115126309426,0.9437089951044408,0.6603147898439589,0.7400755086094642,0.11248746894486708,0.8690623802104012,0.20345926959542338,1.0,0.3203400716486035,1.0,0.9761165305392024
hotpotqa_12,General Knowledge,hotpotqa,,1.0,0.7500000000000001,0.75,1.0,1.0,0.9,0.5,0.6666666666666666,0.0,1.0,0.0,1.0,0.6,0.8918293114302916,0.9432169598410238,0.0,0.8810551608864803,1.0,0.9417579825919884,0.6083384635771374,0.8504358515497968,0.16338458362271735,0.7371887605451589,0.8783918215951929,0.7672999671100872,0.20394241057216708,0.2294890686022029,0.21417265624852092,0.8215788021153274,0.692292954162655,0.624106901513585,1.0,0.9477906278644379,0.30196815924638876,1.0,0.0,1.0,0.0,0.44592413594604624,0.18996300593742696,0.616829883327837,0.8445872105863305,0.10436131933983579,0.08141222729118615,0.5878446447011042,0.703582763608545,0.5526415232319529,0.6827626394594334,0.8686143203554356,0.43970775853415545,0.8785233686270351,0.13472800725764586,0.9091945929949259,0.6758617241946172,0.0,0.6881494291479696,0.2894702203508194,0.713261638712734,0.8731712655501518,0.9804883864065069,0.21511725985160138,1.0,0.9786456410345422,0.9207834323342173,1.0,0.7283579918556895,0.9950734130521164,0.7189066464477597,0.8406478960869885,0.4646849419740243,0.7223898457355733,0.1566510661154142,0.9334216300123576,0.13063463350583981,0.9787601260210036,0.3616178959616323,0.8342452198628705,0.8661032531475099
hotpotqa_379,General Knowledge,hotpotqa,,1.0,0.7500000000000001,0.5,1.0,1.0,0.7,0.5,0.75,0.0,0.0,1.0,0.0,1.0,0.588218642359241,0.4474764927487965,0.07929356522100497,1.0,1.0,0.9815725735854302,0.2504497283984303,0.9512096617667987,0.12636680138527848,0.4907547327574692,0.905751536406514,0.033093650238764004,0.04026552093317567,0.0,0.05198974990739076,0.8806495928194816,0.8198345611301217,0.0,0.0,0.33910989628304444,0.3473219174155356,1.0,0.0,1.0,0.0,0.3660799402550168,0.03471210420751378,0.6354271492467879,0.987160920809867,0.002043396514602653,1.0,0.9722120138400541,0.8279204146945766,0.15090995481231462,0.5992732311516396,1.0,0.10784492848404009,0.9826772477185135,0.0474746151388808,0.7947989578251532,0.8309571770816399,0.0,0.8296754461925827,0.3701767939088673,0.4883546797885497,0.6752977923193868,1.0,0.5008430723327199,0.9154531943589562,1.0,0.4523949172917755,0.9168464974452589,0.2563447661254949,0.9361256123639923,0.47621045301696857,0.8624619689800891,0.02354535616295191,0.9888476668258712,0.11153249463366105,0.6202406055306523,0.31247972456394835,0.989701056157958,0.3000357336165099,0.9977379095168807,1.0
hotpotqa_140,General Knowledge,hotpotqa,,1.0,0.37499999999999994,0.5,1.0,1.0,0.7,0.5,1.0,0.0,0.5,1.0,1.0,0.6,0.7484583596451156,0.6938745982413098,0.0561639104543012,0.8720554823908171,0.8831913813311586,1.0,0.7370521192522157,0.8854174003133913,0.9581292126545712,0.8174831457150523,0.9654210894495405,0.8999172724641201,0.23258921090194853,0.2136090745017794,0.1005996574193586,0.8699430363123373,0.7800462715482676,0.8630138049149871,0.7628856539683746,0.7151682006258232,0.020326358775420574,1.0,0.0,1.0,0.0,0.4179192089691491,0.0,0.6353395481203957,0.6649904685006413,0.0,1.0,0.9168293179948278,0.8546999057097505,0.6382025728671732,0.4189854733747945,1.0,0.4598076143872957,0.9082284022733581,0.09920411295204344,0.779077696729217,0.711425230674928,0.3754234891173925,0.8747618819531117,0.4552254176735352,0.3105983806621922,0.9332231443330813,0.9710906609834166,0.4076725560918987,0.6330324992455334,0.9977918240573528,1.0,1.0,0.23660932918587257,1.0,0.7693294757880879,0.724468068398005,0.5232639365708597,1.0,0.6414751714974103,0.9591039896027372,0.011276120010519471,0.9487840290272611,0.253352448365958,1.0,1.0
hotpotqa_125,General Knowledge,hotpotqa,,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.7978903459898893,1.0,0.24496058568629922,0.8108002668819161,0.9756961792804016,0.8095427847356254,0.28815820264303116,0.7441327720962935,0.16062788171601836,0.6835855572040088,0.8418908600699182,0.7993503482585591,0.08767329782919818,0.167018616118044,0.09223353488784153,0.8580532871848079,0.7237686873966082,1.0,0.814246405887704,0.7693644320048667,0.4915235369331449,1.0,0.0,1.0,0.0,0.36462440709543564,0.0,0.6898078349184039,0.06880350794200168,0.29428662111335896,0.07374632144982927,0.6306026204640856,0.39628505344021847,0.3621109085855689,0.5100365508610315,0.8191689393538165,0.2050671923617334,0.8102789044776028,0.06372503144752878,0.7970505774445918,0.6381016848865331,0.0,0.659764381016003,0.47336516198386885,0.24429299139437496,0.8021505898546599,0.938119803318386,0.2684535547411575,0.7116635656691913,0.7971467859117566,0.9692245703445128,0.8762502789591253,0.18420680497861724,1.0,0.5251366647783182,0.8061795648851309,0.4743457897801054,0.5867517218701765,0.044668541340749136,0.8265077965670706,0.43654630780771503,0.9357900994724001,0.4152624183226861,0.8053647549305847,0.797257246809604
hotpotqa_114,General Knowledge,hotpotqa,,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.6643389883976601,0.9664187612535899,0.0,0.9775195973580665,1.0,0.9432016300988797,0.08515955554551183,0.9455203570611749,0.11378174420116936,0.9043033405073038,0.8118978835941535,0.6628406750212154,0.09122221401392247,0.11729436822496656,0.15813724188292022,0.8683997503325837,0.8171288001253144,1.0,0.7881158992034851,0.7526697293786416,0.21328393263759035,1.0,0.0,1.0,0.0,0.45532922975028794,0.05012353221101509,0.6743022428043177,0.2936079857716303,0.0,0.8841179156645943,0.8175044083941599,0.6807424872290688,0.35640871421889986,0.4900014852982217,0.9477073361545181,0.631837271508606,0.9140637688419614,0.11861868915410012,0.7554961147996191,0.7197438262497994,0.0,0.7159784893067948,0.4481973135546198,0.43113395922061654,0.8791371797416367,1.0,0.3255419487552342,0.9068428020090831,0.8970598880925099,1.0,0.8287460893137076,0.5123937696455461,0.9211331757843215,0.846577573281944,0.7950240742570126,0.6910627647044926,0.8248712198632703,0.17614540008676086,0.7995426392221091,0.27006973115191907,0.9371621375145778,0.33758390041885883,0.7068569757298375,0.8184225032995075
hotpotqa_71,General Knowledge,hotpotqa,,1.0,1.0,0.5,1.0,1.0,1.0,0.667,1.0,0.0,1.0,1.0,1.0,1.0,0.7966777252894091,0.995983819512557,0.0,0.9693502539105913,1.0,0.7731779747127939,0.33751401783083573,0.8511078097840116,0.1042854005426756,0.9164408271251918,0.8800841872749252,0.5818844386516002,0.11857221750725754,0.07476413868449196,0.12102626487340319,0.9083487987212481,0.6354557862677432,1.0,0.6334502574908462,0.7745787625756259,0.24922106515664835,1.0,0.0,1.0,0.0,0.41574840956902903,0.0,0.6557611351648969,0.34333091224135825,0.10831692735684219,0.4044950613667326,0.8647945986343025,0.6265472148131895,0.5551544229099694,0.11275418221538308,0.7300215326666815,0.5174843168332319,0.8513504250895175,0.11790553733608916,0.788119047765678,0.4908399514771724,0.10132652751462544,0.7169628353833155,0.4775604562411437,0.43026808351197193,0.7906740537162243,1.0,0.36377933377071914,0.638333054258808,0.9325021137240712,1.0,0.8767653918034743,0.6735662300989914,0.9890730741744935,0.2434349439511817,0.7304821699933804,0.2953533973578321,0.795141409648153,0.1363816462193291,0.8272539319048371,0.30342805069475737,0.9654852163982884,0.3765383256145155,1.0,1.0
hotpotqa_377,General Knowledge,hotpotqa,,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,0.66609887589415,1.0,0.02229238182215555,0.9204367697431506,0.9767346927554235,0.9245066853338408,0.2412411781049821,0.7820579034329486,0.9174020771890686,0.6261061870458289,0.9161858085774879,0.9719096881004345,0.21078125449866797,0.2191574622875264,0.08927702327360292,0.14934010614025336,0.6667103655861963,0.38096168158969373,0.671983643114283,0.17842386996967574,0.0,1.0,0.0,1.0,0.0,0.43402029421806804,0.13789682892399543,0.5591802189637085,0.7450348803553586,0.28016265666614815,0.26329795021906877,0.4869224397942888,0.5676684313850393,0.5978703192537731,0.6734291771936511,0.8671831002461854,0.5524939604786534,0.8147920629982991,0.02640130486441136,0.7944619172197516,0.6415793230528911,0.0,0.7674374201362973,0.5678075704483837,0.24054340249713974,0.7587920942380066,0.8709151173871774,0.33753358184873866,0.7377495579035642,0.8365245796242194,0.9451463827133874,0.9402267847628862,0.4839524900978436,0.516430118962499,0.1365265178395037,0.6509263488352038,0.3286577022936083,0.8234374351076813,0.5822086252228862,0.7844733466456412,0.09095006323708049,0.9212356055036307,0.4823650965269397,0.628601094341553,0.776087396074102
hotpotqa_52,General Knowledge,hotpotqa,,0.5,1.0,0.5,1.0,0.5,0.9,0.5,1.0,0.0,1.0,0.6,0.7500000000000001,1.0,0.6777995204828376,0.9103114848814261,0.0,1.0,1.0,0.7956826817045276,0.7837059561741242,0.7811254312568726,0.5447332392589456,0.5807532756665496,0.8112168917313611,0.5319666168770153,0.16006648191024545,0.07900267451704074,0.2238351569027131,0.11518889876192387,0.5674420328516689,1.0,0.5094187263279796,0.26695411357857046,0.08766415921955423,1.0,0.0,1.0,0.0,0.24037590616772686,0.355782656694289,0.4381520946721235,0.3583154395504467,0.27856421782889496,0.199577331629402,0.7021428228641536,0.3643633971657121,0.5658868168975594,0.36442206863501825,0.7861137631370275,0.7570583259589869,0.6287840419851234,0.11806531282027283,0.7061259280576506,0.3171409311512475,0.4072445990362948,0.7208221509971933,0.633641912016088,0.5371777467084653,0.5513218468684608,0.9734021199235983,0.6517147686362325,0.6649331939450349,0.770528070098626,0.8981369369645422,0.7067831103542825,0.5171845943137579,1.0,0.5077623167310648,0.7402629358273344,0.6153209564427742,0.663348669021072,0.5869427250093413,0.6336008353656654,0.4241593491135823,0.7591795149268934,0.2084810173759937,0.3438640955640768,0.6503968322582723
