id,domain,subset,human_label,RAGAS_faithfulness,RAGAS_answer_relevancy,RAGAS_context_precision,RAGAS_context_recall,DeepEval_faithfulness,DeepEval_answer_relevancy,DeepEval_contextual_precision,DeepEval_contextual_recall,DeepEval_hallucination,G-Eval_coherence,G-Eval_consistency,G-Eval_fluency,G-Eval_relevance,RAGChecker_claim_recall,RAGChecker_context_utilization,RAGChecker_faithfulness,RAGChecker_noise_sensitivity,RAGChecker_hallucination,TRACe_utilization,TRACe_relevance,TRACe_adherence,TRACe_completeness,ARES_context_relevance,ARES_answer_faithfulness,ARES_answer_relevance,BERTScore_precision,BERTScore_recall,BERTScore_f1,UniEval_coherence,UniEval_consistency,UniEval_fluency,UniEval_relevance,UniEval_overall,QAFactEval_factual_consistency,FaithJudge_faithfulness,FaithJudge_hallucination_rate,FaithJudge_grounding_score,FaithJudge_subtle_error_detection,ReDeEP_external_context_score,ReDeEP_parametric_knowledge_score,ReDeEP_redeep_score,ReDeEP_copying_head_signal,LettuceDetect_token_hallucination,LettuceDetect_span_precision,LettuceDetect_example_f1,LettuceDetect_confidence,LRP4RAG_context_relevance,LRP4RAG_response_relevance,LRP4RAG_relevance_consistency,LRP4RAG_lrp_classifier_score,LUMINA_context_utilization,LUMINA_knowledge_utilization,LUMINA_lumina_score,LUMINA_signal_confidence,HALT-RAG_nli_ensemble_score,HALT-RAG_lexical_overlap,HALT-RAG_calibrated_confidence,HALT-RAG_abstention_score,MetaRAG_factoid_consistency,MetaRAG_synonym_stability,MetaRAG_antonym_detection,MetaRAG_metarag_score,KG-RAG_kg_faithfulness,KG-RAG_kg_relevancy,KG-RAG_community_overlap,KG-RAG_multi_hop_score,GaRAGe_relevance_aware_factuality,GaRAGe_grounding_precision,GaRAGe_deflection_score,GaRAGe_over_summarization,HSAD_spectral_consistency,HSAD_temporal_stability,HSAD_confidence_score,HSAD_hallucination_probability,SIRG_semantic_grounding,SIRG_linking_ratio,SIRG_attribution_consistency,SIRG_sirg_score
hotpotqa_327,General Knowledge,hotpotqa,,1.0,1.0,0.5,0.6666666666666666,0.475,1.0,0.5,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.37617770184696286,0.9811605867654308,0.02430957705461387,1.0,0.951381959050699,0.6261198943871088,0.03811418920750451,0.3952154923089895,0.6834547290902117,0.5688381065454337,0.6062267102947821,0.81597163944451,0.019234961772466953,0.04817224040215008,0.06731050551514492,0.16219918352868123,0.3756436835585823,0.9424933265593983,0.5982859238939149,0.5345843042680508,0.09523124688883763,1.0,0.0,1.0,0.0,0.16323917673561522,0.36699808630295766,0.3932447174145762,0.01272043978637246,0.2079677568544866,0.6372702002207807,0.7880218166564236,0.4660576220560182,0.3714698304538694,0.09198044977331578,0.6683518704020496,0.31489002372276,0.3616929922144402,0.3268775124085376,0.5547348006558349,0.4030396280527502,0.000347767523340401,0.5513355648744139,0.4001849582082362,0.16919633491280228,0.18204079625636177,1.0,0.47008517712898995,0.2828681920394686,0.6682581692993618,0.9858197541601234,0.6749138968684851,0.4290402960028854,1.0,0.8791323923144372,0.8559132401047364,0.878242294157999,0.45601898541531666,0.45303743566138405,0.6957807033888938,0.5409321228007234,0.6240789178335573,0.5069503003891375,0.5632401254872246,0.5715684141580519
hotpotqa_57,General Knowledge,hotpotqa,,1.0,1.0,0.5,1.0,0.95,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.4880004299110299,1.0,0.0,0.964979537892701,0.9470788569815097,0.931458416399166,0.1504283672979183,0.5764302015938346,0.3003150600757676,0.6903312345274357,0.8185505202157732,0.7691169960143706,0.0627780038904564,0.07428499010671855,0.1027042172159338,0.8207207038974392,0.5351472903024912,0.9511858832032953,0.8177206139992147,0.8192316375796904,0.04262389408065065,1.0,0.0,1.0,0.0,0.4379157269430684,0.018692914479342973,0.6281902784365411,0.4949481649100451,0.007225878095476319,0.9103995296502321,0.9145505090297353,0.8546669488387926,0.5197996479510624,0.06621877693188659,1.0,0.34979601432206453,0.61389155138809,0.10630109986711964,0.7854888195172347,0.5910387257304622,0.00985131413073937,0.7731745893306782,0.4196994473437718,0.1572349203677313,0.37047652079327353,1.0,0.39479829915877124,0.5503872720562822,0.9063014876197161,1.0,0.9499355553131603,0.4670921208655837,0.9738907069088357,0.9051115126309426,0.9531498662159101,0.6603147898439589,0.7525302112145177,0.09091403527533012,0.8961811042874416,0.35534159103134483,1.0,0.5898208515810673,1.0,0.9804063383465991
hotpotqa_12,General Knowledge,hotpotqa,,1.0,0.8,0.75,1.0,0.95,0.9,0.5,0.6666666666666666,0.0,1.0,0.0,1.0,0.6,0.5745787243095747,0.9432169598410238,0.0,0.9606152067486826,1.0,0.9448302165364242,0.09151136184043292,0.5643415531389618,0.3668809068951075,0.5991662760687753,0.8585566821669983,0.8314451514358959,0.14539702387892686,0.16420744770112267,0.14624613501841222,0.764028984579863,0.5211117016271156,0.8444893939166369,0.8744456059950545,0.7941277177732748,0.15907630433496306,1.0,0.0,1.0,0.0,0.4441141626029541,0.1429126639284831,0.6184416935566297,0.8445872105863305,0.0668028194847822,0.5496195145748679,0.8326991503656306,0.7882920208078574,0.4252890646873573,0.12442635057858675,0.8710220990868955,0.3022059857453541,0.6699954504234208,0.14016592552946938,0.8774471471382091,0.6399186074282585,0.0,0.6265220826817205,0.3561912071858574,0.2624021265236084,0.46830524316556965,0.9900465349489354,0.4082208142797707,0.671133391107476,0.9786456410345422,0.9366277889689332,1.0,0.4481722708696693,0.9950734130521164,0.7189066464477597,0.867373705604432,0.4646849419740243,0.7368485268357959,0.1266077073679655,0.9425437700010738,0.3169886922987872,0.9787601260210036,0.6131027254320833,0.9097865678773339,0.8901529964637239
hotpotqa_379,General Knowledge,hotpotqa,,1.0,0.8,0.5,1.0,0.95,0.7,0.5,0.75,0.0,0.0,1.0,0.2,1.0,0.3789715283071856,0.4474764927487965,0.03532563334654945,1.0,1.0,0.9825446100542707,0.037674743733182955,0.6312141437875743,0.3388672410456216,0.4308414370314972,0.8781428703096774,0.2996272869596979,0.028706569134852422,0.0,0.03550079696311495,0.8189619941996624,0.6171164687353732,0.586290339701506,0.0,0.5014547426289977,0.1829685857438871,1.0,0.0,1.0,0.0,0.3645940486427661,0.02611455455960182,0.6351312251552199,0.987160920809867,0.0013080004101551149,1.0,0.9853833099496743,0.8700387559858055,0.15777169004454744,0.10921127906276817,1.0,0.2119501269678055,0.7494271737301083,0.061706929612780674,0.7782872080207464,0.7335494950430258,0.0,0.7318522338522566,0.3773530042010676,0.20840997518311846,0.36218037550977883,1.0,0.5810055937949752,0.6304553142256473,1.0,0.5619231445436607,0.9189422894524536,0.15773372056687746,0.9361256123639923,0.47621045301696857,0.8855292214868333,0.02354535616295191,0.9731137706310193,0.09014221091986728,0.7169366165526073,0.41275692042676715,0.989701056157958,0.5783686240337356,0.9987688382435463,1.0
hotpotqa_140,General Knowledge,hotpotqa,,1.0,0.5,0.5,1.0,0.95,0.7,0.5,1.0,0.0,0.5,1.0,1.0,0.6,0.48220914470060156,0.6938745982413098,0.025021270042370456,0.957635249992915,0.9309419566953192,1.0,0.11087354691258139,0.5875549930762329,0.968313762341942,0.6540107290879159,0.9208589256614934,0.9275056871535836,0.16582023796136608,0.15284475702211925,0.06869369479494017,0.8090054088113358,0.5871665130639178,0.9433274877657961,0.6671020079893087,0.6822754866564361,0.010707890668506364,1.0,0.0,1.0,0.0,0.4162229055694788,0.0,0.6350526102785297,0.6649904685006413,0.0,1.0,0.9633833665372817,0.8876451362020681,0.48226508840423865,0.07635572069195623,1.0,0.3076724905390852,0.6926496427971701,0.1082225361598689,0.7646597711800907,0.6613882418789255,0.047038188174392655,0.7654076266596453,0.39965331547913713,0.16573701810760633,0.5005126815061685,0.9852524705774768,0.524663301979629,0.4945740037286098,0.9977918240573528,1.0,1.0,0.1455901377563134,1.0,0.7693294757880879,0.7706790297794,0.5232639365708597,0.9830024228217845,0.5184497163710533,0.9610446483688305,0.2541288521847435,0.9487840290272611,0.5520379155663494,1.0,1.0
hotpotqa_125,General Knowledge,hotpotqa,,1.0,1.0,0.5,1.0,0.95,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5140566824413348,1.0,0.10913102229911995,0.9373525372971547,0.985631417246004,0.8195892966481307,0.04334716794709387,0.49379978934464486,0.3647947385351131,0.5625530264486581,0.8324264865581281,0.8546606494047262,0.06250507945970063,0.11950765602198418,0.0629809529970092,0.7979485108857483,0.5448045224291784,1.0,0.7120141918257684,0.7083347513190489,0.25893374965132016,1.0,0.0,1.0,0.0,0.3631444233854636,0.0,0.6839334617756357,0.06880350794200168,0.18837607795092434,0.5458609468074433,0.8496841135000158,0.5862568020748075,0.298412678000117,0.0929488273341566,0.8224828559312479,0.2383914097027642,0.6179496174615031,0.0763194428440055,0.7802389473860453,0.6171229294701186,0.0,0.6053966283436639,0.4044096763315403,0.14981945544452802,0.43021494391550796,0.9684330374793371,0.44047446288304093,0.5324058359430842,0.7971467859117566,0.9753800615178418,0.8793692537260548,0.11334588625378905,1.0,0.5251366647783182,0.8386862460162173,0.4743457897801054,0.6165796817635972,0.03610177543545588,0.8655259312997265,0.47809625281133666,0.9357900994724001,0.6433597707873989,0.8940681321213072,0.8336727034063441
hotpotqa_114,General Knowledge,hotpotqa,,1.0,1.0,0.5,1.0,0.95,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.42801357117367744,0.9664187612535899,0.0,0.992556331011437,1.0,0.9461977124422575,0.012810412900527729,0.6274387725494011,0.3293433429257677,0.713312585429692,0.8109552071875479,0.7557807007674124,0.0650352145591486,0.0839282191228194,0.10798278749931962,0.8075702266754389,0.6150797533348578,1.0,0.6891644850733288,0.7003074095070748,0.11235760704932943,1.0,0.0,1.0,0.0,0.4534810818216492,0.03770885535545197,0.6700184556306094,0.2936079857716303,0.0,0.9431834050641121,0.9239280392494527,0.7732755072395555,0.29461552540721725,0.08929764616590047,0.9486656534091774,0.3544589427499169,0.697099916053563,0.1256802890101883,0.7442188843843481,0.6664101653001805,0.0,0.6472337452768672,0.39781050012706076,0.1946733179471937,0.47150492346470085,1.0,0.47499708961719783,0.6263125887928508,0.8970598880925099,1.0,0.8330623546084965,0.3152854528807224,0.9211331757843215,0.846577573281944,0.8294017034978489,0.6910627647044926,0.8277176435450575,0.14236331626346593,0.8461009600679776,0.3904218114592587,0.9371621375145778,0.5995468643450416,0.8404544454141778,0.851036381457865
hotpotqa_71,General Knowledge,hotpotqa,,1.0,1.0,0.5,1.0,0.95,1.0,0.667,1.0,0.0,1.0,1.0,1.0,1.0,0.5132754275013779,0.995983819512557,0.0,0.9898513132479446,1.0,0.7851427100781795,0.0507716826424531,0.5647874585565782,0.3221568670765507,0.7216030009198502,0.859768207683183,0.6971405450607915,0.08453390097681261,0.0534963537380244,0.08264184505846356,0.8447209306575002,0.4783284938834981,1.0,0.5539177942793063,0.7108419666165743,0.1312892263425511,1.0,0.0,1.0,0.0,0.4140609172848169,0.0,0.65337932151436,0.34333091224135825,0.06933484734706097,0.7080259379636514,0.9427133564566881,0.7376444128495526,0.4269624316255052,0.02054827050384716,0.7349691678530722,0.32335867121177153,0.6492723266057797,0.12503901680037965,0.7724969567246662,0.5282212463185721,0.012695572883561268,0.6479663407614936,0.40550971021450116,0.1944654520255396,0.42405976879803287,1.0,0.4981200902371546,0.4971242642938851,0.9325021137240712,1.0,0.8798713837212294,0.4144578768957859,0.9890730741744935,0.2434349439511817,0.7756844736306373,0.2953533973578321,0.8013565450803214,0.1102256625701903,0.8660634270497306,0.4079898807283034,0.9654852163982884,0.6215182746225415,1.0,1.0
hotpotqa_377,General Knowledge,hotpotqa,,1.0,1.0,0.25,1.0,0.95,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,0.42914741360260567,1.0,0.00993135451125034,0.9736551716120923,0.9862453934178639,0.928488915589887,0.03628951654735878,0.5189665641019927,0.9374929974290338,0.5232921913411979,0.8856125248467215,0.979652954021757,0.15027265298861536,0.15681482236206307,0.060962122001993094,0.1388791548146226,0.5018548448514614,0.7438978675787212,0.5876131440218336,0.42419181159606995,0.0,1.0,0.0,1.0,0.0,0.43225863769497114,0.10374232115125595,0.5667058147857187,0.7450348803553586,0.17933517416257644,0.6387974708006452,0.7926093215279613,0.6989341084931477,0.45540740668773916,0.12272542469178999,0.8696171075692879,0.33288015167475765,0.6213915243974927,0.04275762890794163,0.7779950559131756,0.6192223743104279,0.0,0.685531841107806,0.42917310004591924,0.1489193126825053,0.4069606161173334,0.9341498917272534,0.48224869794091313,0.5449566116891696,0.8365245796242194,0.9561178284677673,0.9417333025028432,0.29778500257488105,0.516430118962499,0.1365265178395037,0.7094713926689622,0.3286577022936083,0.8264463222400833,0.4705496175494686,0.8352454486004952,0.2960889200995754,0.9212356055036307,0.6812076010695691,0.7978630242920788,0.8163052563005008
hotpotqa_52,General Knowledge,hotpotqa,,0.5,1.0,0.5,1.0,0.475,0.9,0.5,1.0,0.0,1.0,0.6,0.8,1.0,0.43668578597409213,0.9103114848814261,0.0,1.0,1.0,0.8064603063239849,0.11789160742892743,0.5183477839845428,0.6554712320156508,0.49231423924455775,0.8104677008359551,0.6609828755264447,0.11411648036926737,0.05652917423484308,0.15284409854952122,0.10712016562422388,0.4271323022083042,1.0,0.4454589668490989,0.46675995683691873,0.04618132754818002,1.0,0.0,1.0,0.0,0.23940023800488527,0.267661837613173,0.4580929297796388,0.3583154395504467,0.1783119960178581,0.6075554665146802,0.8781023835118442,0.5652696661660874,0.4341092482784431,0.06641211081270462,0.7900334500729543,0.38851498272505536,0.4795347084361185,0.12518268828130144,0.7014240285816248,0.423359413504048,0.051025171939852565,0.6508386203996355,0.44643529953557715,0.22013065483952501,0.2956887402811541,0.9864316157910609,0.6722410777525542,0.5099224122430542,0.770528070098626,0.9185108908758965,0.7141733175591978,0.3182333367440141,1.0,0.5077623167310648,0.7838248539397432,0.6153209564427742,0.6844973593852398,0.47437578697989347,0.7265609653696623,0.4715726943301649,0.7591795149268934,0.5267291447382034,0.6428925197264037,0.7131904896425443
